Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
441,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Abbildung - Beschriftung,1 Blatt Papier,Schreibfeder,168 x 112 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch XVIII - Fol. 146v - Zeichnung - Grundriss,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Abbildung - Beschriftung,1 Blatt Papier,Bleistift (grau),110 x 161 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch XV - Fol. 120r - A - Zeichnung - Ansicht - Skulptur,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Abbildung - Beschriftung,1 Blatt Papier,Schreibfeder,110 x 167 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch XXIII - Fol. 178v - A - B - C - Zeichnungen - Geometrie - Grundriss - Aufriss - Ansicht - Zentralbau - Haus,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text - Abbildung,1 Blatt Papier,Schreibfeder,108 x 167 mm,,gefalten,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakte,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch VIII - Fol. 57v - Zeichnung - Ansicht - Säule - Kapitell / Buch IX 64r - Buch IX Fol. 69v / Buch X - Fol. 73r - Fol. 73v / Buch XIV - Fol. 108r / Buch XVII - Fol. 137r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,161 x 110 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 1v.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,163 x 105 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,162 x 105 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakte,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2v. / Buch I - Fol. 3r,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,163 x 110 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 1v.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,163 x 110 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,162 x 109 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,162 x 108 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,161 x 109 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,108 x 161 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch VII - Fol. 48v.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,163 x 105 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,162 x 110 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,161 x 109 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch I - Fol. 2r.,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III",Text,1 Blatt Papier,Schreibfeder,108 x 160 mm,,gefalten,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch XVII - Fol. 137r - Zeichnung - Personen - Tafel,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III - Chiese",Abbildung - Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 162 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakte,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch X - Fol. 77r / Buch X - Fol. 77v / Buch XI - Fol. 78r / Buch XI - Fol. 78v / Buch XII - Fol. 89v - Zeichnungen - Grundrisse - Kirchen,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III - Chiese",Abbildung - Beschriftung,1 Blatt Papier,Schreibfeder,109 x 160 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch X - Fol. 73v - Zeichnungen - Ansicht - Grundriss - Kirche,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,II.3.8.d,Blatt,"Blatt - o. Aufschrift, Codici del Filarete III - Chiese",Abbildung - Beschriftung,1 Blatt Papier,Bleistift (grau),108 x 163 mm,,,,,,,,,,,,,,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Archivquelle,betreffend,,Biblioteca nazionale centrale di Firenze. Archivio storico,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,materiell,Organisation,betreffend,,Firenze,Biblioteca nazionale centrale di Firenze. Archivio storico,materiell,Artefakt,wiedergebend,,Averlino - Antonio di Piero (Filarete): Trattato di architettura di Antonio Filareto - Firenze 1488/1489.,Buch XVI - Fol. 123v - Zeichnung - Grundriss - Kirche,materiell,Publikation,behandelnd,,NULL,"Filarete (1400-1469): Filarete's Treatise on architecture / being the Treatise by Antonio di Piero Averlino - known as Filarete. Transl. with an introd. and notes by John R. Spencer (Yale publications in the history of art , 18) - Yale Univ. Press: New Haven - Conn. [u.a.] - Bd. 2 The facsimile 1965.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
